Oras,Judet,Numar,Tip Artera,Nume Artera,Suprafata construita,Suprafata teren,An constructie,Pret
Bucuresti,Bucuresti,1,Strada,Strada Albitei,200,175,2004,179000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,200,252,2007,199000
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,450,400,1997,315000
Bucuresti,Bucuresti,1,Strada,Strada Olteniei,500,350,2000,399000
Bucuresti,Bucuresti,1,Strada,Strada Sergent Nicolae Florescu,200,164,2019,170000
Bucuresti,Bucuresti,1,Strada,Strada Viscolului,273,300,2016,269000
Bucuresti,Bucuresti,1,Strada,Strada Stefan Dimitrescu Pictor,240,150,2012,292000
Bucuresti,Bucuresti,1,Strada,Strada Stefan Dimitrescu Pictor,230,375,1997,239000
Bucuresti,Bucuresti,1,Drumul,Drumul Ghindarilor,208,250,2018,115000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,215,100,2019,170000
Bucuresti,Bucuresti,1,Strada,Strada Iliada,200,200,2000,149500
Bucuresti,Bucuresti,1,Strada,Strada Miraslau,216,200,2000,300000
Bucuresti,Bucuresti,1,Strada,Strada Iancu Jianu,250,81,1997,118000
Bucuresti,Bucuresti,1,Strada,Strada Teleajen,158,110,2012,260000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,270,360,2007,290000
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Strada,Strada Moldovei,130,200,1990,149900
Bucuresti,Bucuresti,1,Strada,Strada Stirbei Voda,300,384,1940,430000
Bucuresti,Bucuresti,1,Strada,Strada Verii,242,700,2017,230000
Bucuresti,Bucuresti,1,Strada,Strada Mantuleasa,260,500,2000,850000
Bucuresti,Bucuresti,1,Strada,Strada Agricultori,220,112,1945,375000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,624,321,1920,750000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,598,425,1998,587000
Bucuresti,Bucuresti,1,Strada,Strada Priboiului,150,25,2018,160000
Bucuresti,Bucuresti,1,Strada,Strada Popa Tatu,840,250,1940,688200
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,154,500,2003,320000
Bucuresti,Bucuresti,1,Strada,Strada Pavlov P. I.,123,112,2005,259000
Bucuresti,Bucuresti,1,Strada,Strada Herastrau,650,1,1937,5000000
Bucuresti,Bucuresti,1,Strada,Strada Pancota,223,296,2000,250000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,45,150,2000,37000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,170,130,2018,120900
Bucuresti,Bucuresti,1,Giurgiului,Giurgiului,296,270,1942,254900
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,453,365,1940,975000
Bucuresti,Bucuresti,1,Strada,Strada Valsului,230,3,2017,220000
Bucuresti,Bucuresti,1,Strada,Strada Cornisei,162,417,1971,168000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Uverturii,"48,80",216,1950,30000
Bucuresti,Bucuresti,1,Titan,Titan,127,208,1994,110000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Constantin Brancoveanu,440,275,2012,418000
Bucuresti,Bucuresti,1,Strada,Strada Galileea,235,180,1940,239000
Bucuresti,Bucuresti,1,Piata,Piata Unirii,750,655,1920,1200000
Bucuresti,Bucuresti,1,Strada,Strada Lapus,538,750,2009,630000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Henri,Henri Coanda,145,125,2018,147000
Bucuresti,Bucuresti,1,Intrarea,Intrarea Parfumului,165,126,1932,179000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,60,90,2000,105000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Alexandru Obregia,247,360,2004,325000
Bucuresti,Bucuresti,1,Strada,Strada Drumeagului,528,331,2012,400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,1,1,2014,2600000
Bucuresti,Bucuresti,1,Strada,Strada Maica Domnului,340,182,2000,249000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,275,280,2009,215000
Bucuresti,Bucuresti,1,Strada,Strada Caporal Costescu Petre,364,300,2007,249000
Bucuresti,Bucuresti,1,Odai,Odai,140,250,2017,92000
Bucuresti,Bucuresti,1,Strada,Strada Zarnesti,135,100,2019,125000
Bucuresti,Bucuresti,1,Strada,Strada Ion Neculce,189,436,1960,395000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,197,200,2014,319900
Bucuresti,Bucuresti,1,Strada,Strada Arhiereu Calist,189,150,1998,300000
Bucuresti,Bucuresti,1,Drumul,Drumul Stegarului,220,330,2019,160000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Biruintei,460,800,2014,385000
Bucuresti,Bucuresti,1,Strada,Strada Soldanului,300,272,2008,259000
Bucuresti,Bucuresti,1,Drumul,Drumul Taberei,300,119,2008,250000
Bucuresti,Bucuresti,1,Hala,Hala Traian,155,134,1908,150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,485,200,2006,599000
Bucuresti,Bucuresti,1,Strada,Strada General Nicolae Dona,420,180,1940,370000
Bucuresti,Bucuresti,1,Strada,Strada Palisandrului,373,520,2001,432000
Bucuresti,Bucuresti,1,Strada,Strada Izbiceni,63,279,1970,129500
Bucuresti,Bucuresti,1,Strada,Strada Visarion,81,180,2000,129500
Bucuresti,Bucuresti,1,Strada,Strada Ticus,152,630,1960,252000
Bucuresti,Bucuresti,1,Strada,Strada Alunului,135,250,2019,95000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,216,275,2006,259000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,150,180,2018,99500
Bucuresti,Bucuresti,1,Strada,Strada Sergent Nicolae Florescu,190,229,2019,225000
Bucuresti,Bucuresti,1,Strada,Strada Sergent Nicolae Florescu,170,174,2003,212000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,675,1,2017,549000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Alexandru Paulescu,164,100,2000,193000
Bucuresti,Bucuresti,1,Strada,Strada Mihai Eminescu,130,250,1937,220000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,125,500,2000,190000
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,130,680,1935,650000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,127,125,2019,84500
Bucuresti,Bucuresti,1,Aleea,Aleea Taifunului,272,235,2019,165000
Bucuresti,Bucuresti,1,Strada,Strada Zori de Zi,240,300,2017,215000
Bucuresti,Bucuresti,1,Calea,Calea Serban Voda,260,170,1935,249000
Bucuresti,Bucuresti,1,Strada,Strada Abrud,230,430,1960,330000
Bucuresti,Bucuresti,1,Strada,Strada Carlibaba,104,200,2005,123000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Lascar Catargiu,530,297,1930,1350000
Bucuresti,Bucuresti,1,Strada,Strada Ruschita,225,225,1945,230000
Bucuresti,Bucuresti,1,Strada,Strada Erou Ion Scortan,110,90,2019,119000
Bucuresti,Bucuresti,1,Strada,Strada Zori de Zi,240,300,2017,215000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,624,321,1920,750000
Bucuresti,Bucuresti,1,Strada,Strada Liliacului,340,286,2011,340000
Bucuresti,Bucuresti,1,Strada,Strada Joita,224,246,2000,100000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Lascar Catargiu,530,297,1930,1350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,450,204,1950,600000
Bucuresti,Bucuresti,1,Strada,Strada Pargarilor,600,320,2010,690000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Dacia,1,300,1939,2090000
Bucuresti,Bucuresti,1,Strada,Strada Constantin Sandu-Aldea,210,240,1980,269000
Bucuresti,Bucuresti,1,Aleea,Aleea Tandala,295,250,2000,325000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Uverturii,114,120,2018,83000
Bucuresti,Bucuresti,1,Strada,Strada Costache Negri,140,150,1902,175000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Filaret,245,300,1930,279000
Bucuresti,Bucuresti,1,Strada,Strada Dealul Negru,165,102,2019,100900
Bucuresti,Bucuresti,1,Strada,Strada Bunesti,250,300,2009,155000
Bucuresti,Bucuresti,1,Strada,Strada Valsului,230,3,2017,220000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,207,765,2008,250000
Bucuresti,Bucuresti,1,Obor,Obor,120,290,2009,144999
Bucuresti,Bucuresti,1,Strada,Strada Horia Closca si Crisan,514,2,2008,1195000
Bucuresti,Bucuresti,1,Strada,Strada Nuvelei,86,72,2008,95000
Bucuresti,Bucuresti,1,Calea,Calea Giulesti,400,486,2009,285000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,122,256,2000,165000
Bucuresti,Bucuresti,1,Strada,Strada Mantuleasa,709,568,1936,1100000
Bucuresti,Bucuresti,1,Strada,Strada Zilot Romanul,427,238,1999,340000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,150,90,2010,150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,300,153,1950,179000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,127,125,2019,84500
Bucuresti,Bucuresti,1,Salajan,Salajan,430,5,2006,130000
Bucuresti,Bucuresti,1,Calea,Calea Mosilor,450,161,1940,650000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Strada,Strada Popa Tatu,246,280,2003,530000
Bucuresti,Bucuresti,1,Aleea,Aleea Mostistea,160,450,2007,265000
Bucuresti,Bucuresti,1,Strada,Strada Georges Bizet,250,450,1950,1249000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,320,1,2008,350000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,630,380,2007,399000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Strada,Strada Ciresar,290,500,2016,185000
Bucuresti,Bucuresti,1,Strada,Strada Mestecanis,75,143,1975,48000
Bucuresti,Bucuresti,1,Strada,Strada Bibescu Voda,660,565,2004,450000
Bucuresti,Bucuresti,1,Strada,Strada Nitu Vasile,265,550,2003,368000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Biruintei,172,434,2012,93000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,518,545,2007,300000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,589,232,1936,999000
Bucuresti,Bucuresti,1,Strada,Strada Silvia,270,403,1980,300000
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,360,300,2000,420000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,360,924,2009,430000
Bucuresti,Bucuresti,1,Strada,Strada Matei Voievod,270,380,1994,335000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,500,200,2000,645000
Bucuresti,Bucuresti,1,Strada,Strada Theodor D. Sperantia,796,530,1934,730000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,600,450,2013,4000000
Bucuresti,Bucuresti,1,Strada,Strada Crasna,90,200,2007,60000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,240,520,2009,250000
Bucuresti,Bucuresti,1,Piata,Piata Romana,574,275,2005,903000
Bucuresti,Bucuresti,1,Strada,Strada Capitan Octav Cocarascu,414,244,2019,659000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,408,1,2001,3000
Bucuresti,Bucuresti,1,Strada,Strada Ghirlandei,234,340,2000,350000
Bucuresti,Bucuresti,1,Strada,Strada Luica,210,285,2012,150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,96,50,1940,110000
Bucuresti,Bucuresti,1,Strada,Strada Alunului,150,250,2018,94000
Bucuresti,Bucuresti,1,Aleea,Aleea Romula,500,280,2016,258000
Bucuresti,Bucuresti,1,Strada,Strada Ghirlandei,117,170,2000,175000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,150,180,2018,99500
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,170,95,2019,104900
Bucuresti,Bucuresti,1,Strada,Strada Verzisori,500,425,1998,598000
Bucuresti,Bucuresti,1,Strada,Strada Clucerului,115,50,1953,250000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,200,230,2018,89000
Bucuresti,Bucuresti,1,Calea,Calea 13 Septembrie,999,265,2000,840000
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Strada,Strada Doctor Buicliu Cristea,345,176,1940,880000
Bucuresti,Bucuresti,1,Plevnei,Plevnei,270,400,1972,299000
Bucuresti,Bucuresti,1,Strada,Strada Costache Negri,472,400,2004,1150000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,220,230,1957,295000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,320,285,2007,259000
Bucuresti,Bucuresti,1,Strada,Strada Doamna Ghica,176,110,2007,198000
Bucuresti,Bucuresti,1,Strada,Strada Miraslau,216,200,2000,300000
Bucuresti,Bucuresti,1,Strada,Strada Cotnari,124,115,2019,104900
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Strada,Strada Danulesti,358,450,2001,350000
Bucuresti,Bucuresti,1,Damaroaia,Damaroaia,580,630,2007,1200000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,290,330,2004,249000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,200,149,1935,239000
Bucuresti,Bucuresti,1,Strada,Strada Negureni,306,305,1955,375000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,420,400,2007,739000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Ferdinand I,285,120,1993,484500
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Strada,Strada Doctor Athanasie Demosthene,152,211,1941,400000
Bucuresti,Bucuresti,1,Strada,Strada Ion Puscariu,252,143,2000,340000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Lascar Catargiu,250,220,2000,475000
Bucuresti,Bucuresti,1,Strada,Strada Doctor Ernest Juvara,450,350,1940,850000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,100,200,2018,85000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,450,636,2002,490000
Bucuresti,Bucuresti,1,Grivita,Grivita,220,400,2005,290000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Uverturii,114,120,2000,83000
Bucuresti,Bucuresti,1,Strada,Strada Raspantiilor,226,394,1932,349000
Bucuresti,Bucuresti,1,Strada,Strada Doamna Ghica,176,110,2007,198000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,108,300,1960,135000
Bucuresti,Bucuresti,1,Strada,Strada Ostasilor,340,445,2000,348000
Bucuresti,Bucuresti,1,Strada,Strada Oasului,130,257,2019,130000
Bucuresti,Bucuresti,1,Strada,Strada Acetilenei,650,655,2000,198000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,125,500,2000,190000
Bucuresti,Bucuresti,1,Calea,Calea Giulesti,24,126,2000,45000
Bucuresti,Bucuresti,1,Strada,Strada Amicitiei,127,188,1990,78300
Bucuresti,Bucuresti,1,Strada,Strada Aleksandr Puskin,692,200,1998,1700000
Bucuresti,Bucuresti,1,Drumul,Drumul Valea Cricovului,420,420,2005,310000
Bucuresti,Bucuresti,1,Militari,Militari,112,100,2019,80000
Bucuresti,Bucuresti,1,Odai,Odai,140,265,2017,81500
Bucuresti,Bucuresti,1,Ghencea,Ghencea,242,265,2019,175000
Bucuresti,Bucuresti,1,Intrarea,Intrarea Sectorului,150,30,2000,120000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Ferdinand I,300,130,1990,475000
Bucuresti,Bucuresti,1,Floreasca,Floreasca,568,398,1929,1200000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,34,150,2000,37000
Bucuresti,Bucuresti,1,Strada,Strada Henri Mathias Berthelot,298,250,2000,562000
Bucuresti,Bucuresti,1,Strada,Strada Salajeni,"167,60","376,10",2000,123500
Bucuresti,Bucuresti,1,Strada,Strada Studina,640,1,1996,990000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,34,150,2000,37000
Bucuresti,Bucuresti,1,Strada,Strada Constantin Dobrogeanu Gherea,224,624,2000,500000
Bucuresti,Bucuresti,1,Drumul,Drumul Cheile Turzii,130,75,2018,98000
Bucuresti,Bucuresti,1,Domenii,Domenii,296,20,2004,295000
Bucuresti,Bucuresti,1,Strada,Strada Eraclie Arion,269,400,2008,280000
Bucuresti,Bucuresti,1,Strada,Strada Alunisului,190,200,2000,190000
Bucuresti,Bucuresti,1,Strada,Strada Imparatul Traian,380,400,2006,304000
Bucuresti,Bucuresti,1,Aleea,Aleea Madarasi,776,850,2006,575000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,135,65,2018,159900
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Strada,Strada Florilor,80,50,2008,118800
Bucuresti,Bucuresti,1,Strada,Strada Izbiceni,63,279,1970,129500
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Uverturii,114,120,2018,83000
Bucuresti,Bucuresti,1,Strada,Strada Fetesti,148,85,2018,80000
Bucuresti,Bucuresti,1,Strada,Strada Oravita,58,347,1970,149900
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,108,300,1960,135000
Bucuresti,Bucuresti,1,Strada,Strada Precupetii Vechi,660,244,2014,530000
Bucuresti,Bucuresti,1,Strada,Strada Afluentului,105,485,1968,83999
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,285,1,2005,175000
Bucuresti,Bucuresti,1,Strada,Strada Orsova,625,504,1997,379500
Bucuresti,Bucuresti,1,Centrul,Centrul Civic,"202,18",100,1928,174000
Bucuresti,Bucuresti,1,Strada,Strada Lacul Morii,1,1,2019,825000
Bucuresti,Bucuresti,1,Strada,Strada Luica,160,540,1988,185000
Bucuresti,Bucuresti,1,Strada,Strada Dumbraveni,200,190,2009,225000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,185,100,2019,105000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,320,248,2006,134000
Bucuresti,Bucuresti,1,Strada,Strada Teius,450,540,2008,345000
Bucuresti,Bucuresti,1,Padurea,Padurea Baneasa,311,310,2019,430000
Bucuresti,Bucuresti,1,Strada,Strada Ghiocului,85,66,1980,59000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,500,500,2000,165000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,75,80,1950,63500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,900,400,2004,2000000
Bucuresti,Bucuresti,1,Strada,Strada Dezrobirii,113,453,2000,219900
Bucuresti,Bucuresti,1,Strada,Strada Armoniei,135,200,1935,139000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,676,1,2018,549000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Andronache,410,274,2010,280000
Bucuresti,Bucuresti,1,Odai,Odai,140,260,2017,81500
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Strada,Strada Tunari,500,160,2009,835000
Bucuresti,Bucuresti,1,Strada,Strada Polona,155,30,1994,215000
Bucuresti,Bucuresti,1,Odai,Odai,145,200,2018,65000
Bucuresti,Bucuresti,1,Ferentari,Ferentari,220,200,2008,170000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,122,256,2000,165000
Bucuresti,Bucuresti,1,Strada,Strada Arhitect Burcus Stefan,570,361,1939,1490000
Bucuresti,Bucuresti,1,Strada,Strada Vitioara,400,617,2009,345000
Bucuresti,Bucuresti,1,Padurea,Padurea Baneasa,538,750,2009,630000
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,113,400,2007,229000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,32,150,2000,37000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,140,250,2019,90500
Bucuresti,Bucuresti,1,Strada,Strada Labirint,527,397,1930,725000
Bucuresti,Bucuresti,1,Strada,Strada Dunei,240,220,1999,155000
Bucuresti,Bucuresti,1,Strada,Strada Virgil Plesoianu,488,500,2000,769000
Bucuresti,Bucuresti,1,Strada,Strada Remetea,100,191,1938,269000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,127,125,2019,84500
Bucuresti,Bucuresti,1,Strada,Strada Maior Ion Coravu,96,257,1930,275000
Bucuresti,Bucuresti,1,Strada,Strada Doctor Ernest Juvara,450,350,2006,850000
Bucuresti,Bucuresti,1,Strada,Strada Labirint,650,400,1930,725000
Bucuresti,Bucuresti,1,Strada,Strada Lt. Romulus Bazar-Niculescu,63,83,2000,70000
Bucuresti,Bucuresti,1,Strada,Strada Doctor Ernest Juvara,450,350,2006,850000
Bucuresti,Bucuresti,1,Strada,Strada Alunisului,240,300,2002,241000
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,303,285,1945,357000
Bucuresti,Bucuresti,1,Strada,Strada Traian,260,260,1930,495000
Bucuresti,Bucuresti,1,Strada,Strada Ostasilor,280,450,1998,350000
Bucuresti,Bucuresti,1,Strada,Strada Sergent Nicolae Florescu,143,311,1998,135900
Bucuresti,Bucuresti,1,Intrarea,Intrarea Depoului,83,132,1931,180000
Bucuresti,Bucuresti,1,Strada,Strada Postalionului,120,90,2019,98000
Bucuresti,Bucuresti,1,Strada,Strada Orsova,178,211,2000,115000
Bucuresti,Bucuresti,1,Strada,Strada Nabucului,71,71,1940,72000
Bucuresti,Bucuresti,1,Strada,Strada Eretelui,300,250,2005,250000
Bucuresti,Bucuresti,1,13,13 Septembrie,162,220,1945,229000
Bucuresti,Bucuresti,1,Strada,Strada Abus,203,330,2010,184500
Bucuresti,Bucuresti,1,Strada,Strada Nuvelei,100,220,1960,119000
Bucuresti,Bucuresti,1,Strada,Strada Petre Nenciu,300,190,2001,290000
Bucuresti,Bucuresti,1,Strada,Strada Aristide Pascal,177,200,2000,115000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,122,256,2000,165000
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Grigore,120,115,2016,230000
Bucuresti,Bucuresti,1,Strada,Strada Caporal Costescu Petre,364,300,2007,249000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Pantelimon,120,90,2015,115000
Bucuresti,Bucuresti,1,Strada,Strada Pictor Iscovescu Barbu,256,500,1938,870000
Bucuresti,Bucuresti,1,Strada,Strada Simion Barnutiu,220,316,2016,219000
Bucuresti,Bucuresti,1,Intrarea,Intrarea Calelor,208,211,1995,115000
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,505,333,1940,690000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,300,240,2000,320000
Bucuresti,Bucuresti,1,Strada,Strada Arcului,130,150,1940,135000
Bucuresti,Bucuresti,1,Strada,Strada Polovraci,200,320,1950,180000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,117,200,2018,120000
Bucuresti,Bucuresti,1,Strada,Strada Colinei,130,250,2019,82000
Bucuresti,Bucuresti,1,Strada,Strada Stelelor,160,126,2017,107000
Bucuresti,Bucuresti,1,Drumul,Drumul Osiei,160,126,2017,107000
Bucuresti,Bucuresti,1,Odai,Odai,140,260,2017,83000
Bucuresti,Bucuresti,1,Strada,Strada Schitu Darvari,156,248,2008,880000
Bucuresti,Bucuresti,1,Strada,Strada Tineretului,160,126,2017,107000
Bucuresti,Bucuresti,1,Trapezului,Trapezului,160,190,2018,83000
Bucuresti,Bucuresti,1,Strada,Strada Tineretului,160,126,2017,107000
Bucuresti,Bucuresti,1,Strada,Strada Duetului,560,280,2008,480000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,500,260,2000,650000
Bucuresti,Bucuresti,1,Strada,Strada Miraslau,216,200,2000,300000
Bucuresti,Bucuresti,1,Strada,Strada Arhitect D. Harjeu,330,286,2000,395000
Bucuresti,Bucuresti,1,Intrarea,Intrarea Piatra Cetei,100,160,2016,151500
Bucuresti,Bucuresti,1,Strada,Strada Bujorul Alb,260,170,2014,289000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,308,480,2013,122500
Bucuresti,Bucuresti,1,Strada,Strada Silvestru,160,155,1905,195000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,991,3,2003,1690000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,170,200,2005,294000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,450,450,2000,1150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,900,724,1940,3100000
Bucuresti,Bucuresti,1,Strada,Strada Meteorologiei,350,1,1949,1000000
Bucuresti,Bucuresti,1,Strada,Strada Teascului,295,295,2008,279000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,81,207,1967,84000
Bucuresti,Bucuresti,1,Strada,Strada Viitorului,380,740,1930,1150000
Bucuresti,Bucuresti,1,Vitan,Vitan,112,198,1950,175000
Bucuresti,Bucuresti,1,Strada,Strada Iernii,120,100,2019,85000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,"535,41",600,2002,523600
Bucuresti,Bucuresti,1,Militari,Militari,120,30,2019,80000
Bucuresti,Bucuresti,1,Strada,Strada Oasului,130,257,2019,130000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"718,24",532,1910,4000000
Bucuresti,Bucuresti,1,Ferentari,Ferentari,100,150,1970,80000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,154,500,2003,320000
Bucuresti,Bucuresti,1,Calea,Calea Grivitei,416,530,1999,500000
Bucuresti,Bucuresti,1,Strada,Strada Delea Noua,60,70,2000,70000
Bucuresti,Bucuresti,1,Strada,Strada Oltului,314,294,1995,200000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,760000
Bucuresti,Bucuresti,1,Strada,Strada Izbiceni,63,279,1970,129500
Bucuresti,Bucuresti,1,Strada,Strada Freamatului,250,250,2004,95000
Bucuresti,Bucuresti,1,Strada,Strada Oasului,130,257,2019,130000
Bucuresti,Bucuresti,1,Colentina,Colentina,130,200,2019,95000
Bucuresti,Bucuresti,1,Strada,Strada Doamna Ghica,176,110,2007,198000
Bucuresti,Bucuresti,1,Strada,Strada Mircea Vulcanescu,713,185,2019,900000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Iuliu Maniu,163,250,2018,116900
Bucuresti,Bucuresti,1,Aleea,Aleea Mostistea,160,500,2007,280000
Bucuresti,Bucuresti,1,Odai,Odai,150,300,2018,92000
Bucuresti,Bucuresti,1,Giulesti,Giulesti,120,264,2010,115000
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,1,2,2002,1000000
Bucuresti,Bucuresti,1,Strada,Strada Matei Voievod,270,380,1994,335000
